invoice_and_item_number,date,store_number,store_name,major_category_name,city,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters
S15633900099,2013-11-11,2555,Hy-Vee Food Store / Keokuk,Vodkas,KEOKUK,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S09803800012,2012-12-31,3761,Cheese's Food Center,Vodkas,LENOX,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S22752300101,2014-12-04,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S13832000029,2013-08-12,4910,Prime Mart #3 / Waterloo,Vodkas,WATERLOO,35435,Svedka Traveler,12,750,7.97,11.96,2,23.92,1.5
S27188500140,2015-08-06,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,36315,Svedka 100 Proof,12,750,11.66,17.49,2,34.98,1.5
S14421700061,2013-09-09,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,Vodkas,CEDAR RAPIDS,35435,Svedka Traveler,12,750,7.97,11.96,2,23.92,1.5
S05586100049,2012-05-17,2529,Hy-Vee Drugstore #4 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S05641700045,2012-05-22,2584,Hy-Vee Food Store / Fort Madison,Vodkas,FORT MADISON,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S19329800174,2014-06-04,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,CEDAR FALLS,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S07112600013,2012-08-15,4633,Kwik Shop #520 / Carter Lake,Vodkas,CARTER LAKE,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S07841800036,2012-09-20,4062,H and A Mini Mart Corp,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S26082200038,2015-06-08,2648,Hy-Vee #4 / WDM,Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S29094600027,2015-11-16,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S26505500018,2015-07-01,4900,Kwik Stop 4 / Waterloo,Vodkas,WATERLOO,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S17253300044,2014-02-05,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S12029200015,2013-05-06,4840,Independence Ave Liquor & Food / Wat,Vodkas,WATERLOO,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S22483600029,2014-11-19,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S14432900013,2013-09-10,4634,Kwik Shop #565 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S08975000039,2012-11-15,3917,Smokin' Joe's #2 Tobacco and Liquor,Vodkas,DAVENPORT,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S15397800123,2013-10-29,2565,Hy-Vee Food Store / Spencer,Vodkas,SPENCER,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S12706600015,2013-06-11,4634,Kwik Shop #565 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S05574700019,2012-05-16,3615,Emmetsburg Food Pride,Vodkas,EMMETSBURG,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S05517200051,2012-05-14,3932,Main Street Spirits / Mapleton,Vodkas,MAPLETON,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S05591100035,2012-05-17,3912,Smokin' Joe's #14 Tobacco and Liquor,Vodkas,CEDAR RAPIDS,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S07023400013,2012-08-09,4694,Rina Mart LLC / Davenport,Vodkas,DAVENPORT,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S20269400063,2014-07-23,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S20950000018,2014-08-29,4624,Kwik Shop #568 / Hiawatha,Vodkas,HIAWATHA,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S06240700023,2012-06-26,4624,Kwik Shop #568 / Hiawatha,Vodkas,HIAWATHA,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S18524400125,2014-04-21,2613,Hy-Vee Food Store #1 / Council Bluff,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S07850500029,2012-09-20,4344,Spirits / Grimes,Vodkas,GRIMES,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S07838500020,2012-09-19,3615,Emmetsburg Food Pride,Vodkas,EMMETSBURG,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S05671400045,2012-05-23,3621,"Jensen Liquors, Ltd.",Vodkas,SHELDON,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S08575800065,2012-10-25,4177,"Good Luck, Inc.",Vodkas,LE GRAND,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S24725400122,2015-03-25,2603,Hy-Vee Wine and Spirits / Bettendorf,Vodkas,BETTENDORF,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S27338100037,2015-08-17,4892,Sara Mini Mart,Vodkas,DAVENPORT,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S06545200026,2012-07-12,2958,Dahl's / E 33rd,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S18938500063,2014-05-14,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S09288000103,2012-12-04,2629,Hy-Vee Food Store #2 / Council Bluff,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S26828700057,2015-07-20,2555,Hy-Vee Food Store / Keokuk,Vodkas,KEOKUK,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S09222600049,2012-12-04,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,35435,Svedka Traveler,12,750,6.97,10.96,2,21.92,1.5
S13647200118,2013-07-31,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,35435,Svedka Traveler,12,750,7.97,11.96,2,23.92,1.5
S04233000071,2012-02-23,4644,Kwik Shop #588 / Davenport,Vodkas,DAVENPORT,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S05284000012,2012-05-01,4572,Grundy Center Family Foods,Vodkas,GRUNDY CENTER,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S07895900099,2012-09-24,2515,Hy-Vee Food Store #1 / Mason City,Vodkas,MASON CITY,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S10446500048,2013-02-06,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.55,6.83,4,27.32,1.5
S16119600009,2013-12-05,4773,"Fast Mart 2, LLC",Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S26622100171,2015-07-07,2629,Hy-Vee Food Store #2 / Council Bluff,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S09745800059,2012-12-27,4180,Smokin' Joe's #10 Tobacco and Liquor,Vodkas,MARION,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S22321100098,2014-11-12,2621,Hy-Vee Food Store #3 / Sioux City,Vodkas,SIOUX CITY,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S09372800014,2012-12-10,4839,DS Services LLC,Vodkas,Northwood,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S09578000057,2012-12-19,3621,"Jensen Liquors, Ltd.",Vodkas,SHELDON,34820,Svedka Vodka,12,750,6.97,10.95,2,21.9,1.5
S26854100055,2015-07-20,2590,Hy-Vee Food Store #5 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,4,28.56,1.5
S32777700039,2016-06-09,2190,"Central City Liquor, Inc.",Vodkas,Des Moines,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S32286000014,2016-05-12,3756,Main Street Liquors / Manning,Vodkas,Manning,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S32868100030,2016-06-14,3950,Hometown Foods / State Center,Vodkas,State Center,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S31017000017,2016-03-01,5167,New Star Liquor & Tobacco  / Ft Dodg,Vodkas,FORT DODGE,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S31621500031,2016-04-05,4344,Spirits / Grimes,Vodkas,GRIMES,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S34056100036,2016-08-23,5211,Kum & Go #129  /  Johnston,Vodkas,Johnston,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S32471900043,2016-05-23,2448,Bottle Boutique,Vodkas,Indianola,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S33097900076,2016-06-28,3495,Great Pastimes,Vodkas,Monticello,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S33582200007,2016-07-26,4819,Super Stop 2 / Altoona,Vodkas,Altoona,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S33966400017,2016-08-16,2843,CVS Pharmacy #8526 / Cedar Rapids,Vodkas,Cedar Rapids,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S12528300007,2013-05-31,4195,Fareway Stores #792 / Toledo,Vodkas,TOLEDO,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S33505300031,2016-07-21,3756,Main Street Liquors / Manning,Vodkas,Manning,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S33568900022,2016-07-26,5211,Kum & Go #129  /  Johnston,Vodkas,Johnston,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S32207200026,2016-05-10,5211,Kum & Go #129  /  Johnston,Vodkas,Johnston,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S31407500059,2016-03-23,2200,Sac Liquor Store,Vodkas,SAC CITY,34821,Svedka Vodka,6,1750,14.74,22.11,1,22.11,1.75
S06913900079,2012-08-02,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S04806700026,2012-03-29,4165,I-35 Spirits / Ankeny,Vodkas,ANKENY,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S07842300023,2012-09-19,4052,Helle Hometown Variety,Vodkas,SERGEANT BLUFF,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S14689300009,2013-09-19,4617,Lickety Liquor,Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S13407600176,2013-07-17,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S14120800072,2013-10-09,3943,Good and Quick Co,Vodkas,NEVADA,34821,Svedka Vodka,6,1750,12.28,18.92,1,18.92,1.75
S04334700087,2012-02-29,2290,Al's Liquors Unlimited,Vodkas,STORM LAKE,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S09530300063,2012-12-17,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S14770600119,2013-09-25,3495,Great Pastimes,Vodkas,MONTICELLO,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S13465200137,2013-07-22,2517,Hy-Vee Food Store #1 / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S08379400082,2012-10-16,3697,Oky Doky #2 / Dubuque,Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S11145500035,2013-03-18,4344,Spirits / Grimes,Vodkas,GRIMES,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S09419200037,2012-12-11,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S12154100028,2013-05-13,4247,Fareway Stores #879 / Belmond,Vodkas,BELMOND,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S07878000034,2012-09-25,3929,Liquor And Tobacco Outlet,Vodkas,WATERLOO,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S14930400016,2013-10-03,4085,Save More Foods / Waterloo,Vodkas,WATERLOO,34821,Svedka Vodka,6,1750,12.28,18.92,1,18.92,1.75
S03844100075,2012-01-31,3697,Oky Doky #2 / Dubuque,Vodkas,DUBUQUE,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S08885700049,2012-11-12,4442,A-TOWN LIQUOR STORE,Vodkas,ALTON,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S07706800001,2012-09-12,3723,J D Spirits Liquor,Vodkas,ONAWA,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S10611400043,2013-02-14,2529,Hy-Vee Drugstore #4 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S08480100054,2012-10-22,4442,A-TOWN LIQUOR STORE,Vodkas,ALTON,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S07614500173,2012-09-10,3456,Quick Shop / Clear Lake,Vodkas,CLEAR LAKE,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S15223700003,2013-10-17,3762,Wine and Spirits Gallery,Vodkas,WINDSOR HEIGHTS,34821,Svedka Vodka,6,1750,12.28,18.92,1,18.92,1.75
S07928100033,2012-09-25,2507,Hy-Vee Food Store #1 / Burlington,Vodkas,BURLINGTON,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S07985400008,2012-09-27,4195,Fareway Stores #792 / Toledo,Vodkas,TOLEDO,34821,Svedka Vodka,6,1750,13.89,20.84,1,20.84,1.75
S10963400038,2013-03-06,3762,Wine and Spirits Gallery,Vodkas,WINDSOR HEIGHTS,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S08747900020,2012-11-05,3565,Hartig Drug Store #10,Vodkas,IOWA CITY,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S07078100042,2012-08-13,3612,B and C Liquor / Maquoketa,Vodkas,MAQUOKETA,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S08687600052,2012-10-31,3990,Cork and Bottle / Oskaloosa,Vodkas,OSKALOOSA,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S05985000021,2012-06-11,4105,Fareway Stores #426 / Nevada,Vodkas,NEVADA,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S14228800012,2013-08-29,3756,Main Street Liquors / Manning,Vodkas,MANNING,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S10099300045,2013-01-17,2529,Hy-Vee Drugstore #4 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S09089800056,2012-11-20,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S12995300136,2013-06-25,2625,Hy-Vee Wine and Spirits #2,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S12255100020,2013-05-16,4344,Spirits / Grimes,Vodkas,GRIMES,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S13795200046,2013-08-07,2567,Hy-Vee Drugstore / Davenport,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S09028700033,2012-11-17,2507,Hy-Vee Food Store #1 / Burlington,Vodkas,BURLINGTON,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S14012300152,2013-08-20,4604,Pit Stop Liquors / Newton,Vodkas,NEWTON,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S10419200018,2013-02-05,4686,Sunny's Mart / Clinton,Vodkas,CLINTON,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S14900700161,2013-10-02,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34821,Svedka Vodka,6,1750,12.28,18.92,1,18.92,1.75
S07172800030,2012-08-21,4257,Broadway Liquor,Vodkas,WATERLOO,34821,Svedka Vodka,6,1750,12.89,19.84,1,19.84,1.75
S11777800039,2013-04-22,4344,Spirits / Grimes,Vodkas,GRIMES,34821,Svedka Vodka,6,1750,13.28,19.92,1,19.92,1.75
S33170600022,2016-07-05,3420,Sam's Club 6344 / Windsor Heights,Vodkas,Windsor Heights,34821,Svedka Vodka,6,1750,14.74,22.11,18,397.98,31.5
S05204200012,2012-04-24,3622,Wal-Mart 1415 / Spirit Lake,Vodkas,SPIRIT LAKE,34821,Svedka Vodka,6,1750,13.89,20.84,18,375.12,31.5
S14077800062,2013-10-04,2506,Hy-Vee #1044 / Burlington,Vodkas,BURLINGTON,34821,Svedka Vodka,6,1750,12.28,18.92,18,340.56,31.5
S13498900011,2013-07-23,3622,Wal-Mart 1415 / Spirit Lake,Vodkas,SPIRIT LAKE,34821,Svedka Vodka,6,1750,13.28,19.92,18,358.56,31.5
S14899800004,2013-10-02,2614,Hy-Vee #3 Food and Drugstore,Vodkas,DAVENPORT,34821,Svedka Vodka,6,1750,12.28,18.92,18,340.56,31.5
S07424000064,2012-10-12,3838,Schnucks / Bettendorf,Vodkas,BETTENDORF,34821,Svedka Vodka,6,1750,12.89,19.84,18,357.12,31.5
S07236100030,2012-08-22,3447,Sam's Club 6432 / Sioux City,Vodkas,SIOUX CITY,34821,Svedka Vodka,6,1750,12.89,19.84,18,357.12,31.5
S31196500002,2016-03-16,3715,Kimberly Mart / Davenport,Vodkas,DAVENPORT,904530,Svedka Vodka,24,200,2.53,3.8,24,91.2,4.8
S16163100011,2013-12-09,4615,North Side Liquor & Grocery,Vodkas,MASON CITY,34822,Svedka,24,200,2.54,3.81,24,91.44,4.8
S24416800021,2015-03-09,4164,Expo Mart / Bettendorf,Vodkas,BETTENDORF,34822,Svedka,24,200,2.54,3.81,24,91.44,4.8
S19697800009,2014-06-23,4962,Hilltop Grocery,Vodkas,DAVENPORT,34822,Svedka,24,200,2.54,3.81,24,91.44,4.8
S24279800018,2015-03-02,2558,Hy-Vee Food Store / Mount Pleasant,Vodkas,MOUNT PLEASANT,34822,Svedka,24,200,2.54,3.81,24,91.44,4.8
S21211200012,2014-09-15,4962,Hilltop Grocery,Vodkas,DAVENPORT,34822,Svedka,24,200,2.54,3.81,24,91.44,4.8
S17881100080,2014-03-13,4108,Oasis Grocery and Liquor /,Vodkas,DES MOINES,34822,Svedka,24,200,2.54,3.81,3,11.43,0.6
S17925300040,2014-03-17,4892,Sara Mini Mart,Vodkas,DAVENPORT,34822,Svedka,24,200,2.54,3.81,3,11.43,0.6
S32905400084,2016-06-16,2587,Hy-Vee Food Store / Johnston,Vodkas,Johnston,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S33476000069,2016-07-26,5142,Smokin' Joe's #13 Tobacco & Liquor O,Vodkas,Cedar Rapids,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S32212500016,2016-05-11,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,Cedar Falls,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S31119600100,2016-03-09,2572,Hy-Vee Food Store / Cedar Falls,Vodkas,CEDAR FALLS,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S33153500049,2016-06-30,4988,Happy's Wine & Spirits,Vodkas,Cedar Falls,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S31155800024,2016-03-09,5199,Super Mart / Oelwein,Vodkas,OELWEIN,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S31956600049,2016-04-25,4794,Smokin' Joe's #17 Tobacco and Liquor,Vodkas,BURLINGTON,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S31640100023,2016-04-05,3443,Super Saver Iv,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S22615100010,2014-11-25,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S26181700075,2015-06-15,4794,Smokin' Joe's #17 Tobacco and Liquor,Vodkas,BURLINGTON,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S09733400138,2012-12-27,2508,Hy-Vee Food Store #1 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.55,6.83,1,6.83,0.38
S26126400036,2015-06-10,4062,H and A Mini Mart Corp,Vodkas,DES MOINES,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S27931100075,2015-09-15,3443,Super Saver Iv,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S07590700017,2012-09-06,4345,Lucky Mart,Vodkas,GRINNELL,34817,Svedka,12,375,4.55,6.83,1,6.83,0.38
S13710700081,2013-08-05,4794,Smokin' Joe's #17 Tobacco and Liquor,Vodkas,BURLINGTON,34817,Svedka,12,375,4.55,6.83,1,6.83,0.38
S17787100057,2014-03-10,4794,Smokin' Joe's #17 Tobacco and Liquor,Vodkas,BURLINGTON,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S20895400160,2014-08-27,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S21883400093,2014-10-20,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S08632800066,2012-10-29,2190,"Central City Liquor, Inc.",Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,1,6.83,0.38
S18659000072,2014-04-28,3443,Super Saver Iv,Vodkas,COUNCIL BLUFFS,34817,Svedka,12,375,4.76,7.14,1,7.14,0.38
S04355800034,2012-03-01,3917,Smokin' Joe's #2 Tobacco and Liquor,Vodkas,DAVENPORT,34817,Svedka,12,375,4.55,6.83,1,6.83,0.38
S29621900059,2015-12-14,2590,Hy-Vee Food Store #5 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S32739400157,2016-06-07,3942,Twin Town Liquor,Vodkas,Toledo,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S33849200024,2016-08-10,4645,Kwik Shop #589 / Eldridge,Vodkas,Eldridge,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S31851000109,2016-04-19,5237,World Liquor & Tobacco + Vape,Vodkas,FORT DODGE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S33308400112,2016-07-11,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,Iowa City,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S30957700029,2016-03-01,5134,Prime Mart #6  /  Charles City,Vodkas,CHARLES CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S31376000014,2016-03-22,4025,Karam Kaur Khasriya Llc,Vodkas,BELLE PLAINE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S32810400054,2016-06-13,3805,Washington Street Mini Mart,Vodkas,Davenport,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S21021200061,2014-09-03,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S23097100023,2014-12-20,4637,Kwik Shop #560 / Cedar Rapids,Vodkas,CEDAR RAPIDS,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S12979200131,2013-06-25,2555,Hy-Vee Food Store / Keokuk,Vodkas,KEOKUK,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S13305700111,2013-07-11,2587,Hy-Vee Food Store / Johnston,Vodkas,JOHNSTON,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S06327300110,2012-06-28,4676,Sam's Mini Mart / Sioux City,Vodkas,SIOUX CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S27042300030,2015-07-29,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S04473400126,2012-03-08,2561,Hy-Vee Food Store / Fleur / DSM,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S08747900018,2012-11-05,3565,Hartig Drug Store #10,Vodkas,IOWA CITY,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S26780000024,2015-07-15,4478,U S Gas,Vodkas,DES MOINES,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S21681400027,2014-10-08,2513,Hy-Vee Food Store #2 / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S04003500055,2012-02-09,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S25777700014,2015-05-21,4645,Kwik Shop #589 / Eldridge,Vodkas,ELDRIDGE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S13503600232,2013-07-23,2619,Hy-Vee Wine and Spirits / WDM,Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S15687200112,2013-11-19,2619,Hy-Vee Wine and Spirits / WDM,Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S14882700016,2013-10-01,4805,Liquor Tobacco & Grocery / Fort Dodg,Vodkas,FORT DODGE,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S04751200016,2012-03-27,4526,Sub Xpress & Gas,Vodkas,DAVENPORT,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S19086300065,2014-05-21,3869,Bootleggin' Barzini's Fin,Vodkas,CORALVILLE,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S26143200027,2015-06-10,3928,Smokin' Joe's #12 Tobacco and Liquor,Vodkas,NORTH LIBERTY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S23936800147,2015-02-09,2512,Hy-Vee Wine and Spirits / Iowa City,Vodkas,IOWA CITY,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S11203400025,2013-03-21,4773,"Fast Mart 2, LLC",Vodkas,WEST DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S19921300031,2014-07-03,4617,Lickety Liquor,Vodkas,DES MOINES,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
S10929600058,2013-03-05,4012,Fast Mart,Vodkas,DES MOINES,34817,Svedka,12,375,4.55,6.83,3,20.49,1.12
S17380500032,2014-02-13,4958,Five Corners Liquor & Wine,Vodkas,CEDAR FALLS,34817,Svedka,12,375,4.76,7.14,3,21.42,1.12
