invoice_and_item_number,date,store_number,store_name,major_category_name,city,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters
INV-05134200133,2017-05-24,2508,Hy-Vee Food Store #1 / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14956900001,2018-10-10,2512,Hy-Vee Wine and Spirits / Iowa City,Brandies,Iowa City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-17121700042,2019-01-24,2627,Hy-Vee Wine & Spirits #1 / MLK,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-14972000052,2018-10-10,3757,Wal-Mart 3590 / Sioux City,Brandies,Sioux City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-18771600096,2019-04-15,2508,Hy-Vee Food Store #1 / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy VS,6,1750,12.82,19.23,6,108,10.5
INV-04965700001,2017-05-16,5113,"Ray's Supermarket, Inc.",Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14341000010,2018-09-10,5360,Super Saver Liquor,Brandies,Davenport,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14598900010,2018-09-24,5600,H & A Mini Mart,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-17568300035,2019-02-14,5416,Depot Liquor & Grocery,Brandies,Marshalltown,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-03508000104,2017-02-28,2647,Hy-Vee #7 / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-04109500025,2017-03-31,4478,U S Gas,Brandies,,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-03550600036,2017-03-01,4588,Sam's Mini Mart / Sioux City,Brandies,Sioux City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-04200800005,2017-04-06,2190,"Central City Liquor, Inc.",Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14425900041,2018-09-13,5416,Depot Liquor & Grocery,Brandies,Marshalltown,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-15426200033,2018-11-01,5251,Northside Liquor,Brandies,Mason City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-16421800011,2018-12-18,5474,West Side Liquor,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-04753400037,2017-05-04,5127,Price Chopper  /  Ingersoll,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-15711300020,2018-11-14,2637,Hy-Vee #5 / Davenport,Brandies,Davenport,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-01127800008,2016-10-24,2627,Hy-Vee Wine and Spirits #1,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14355300045,2018-09-11,2622,Hy-Vee Food Store / Iowa City,Brandies,Iowa City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-02978700017,2017-01-30,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,Brandies,Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-03617900120,2017-03-06,2506,Hy-Vee #1044 / Burlington,Brandies,Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-05235600004,2017-05-31,2190,"Central City Liquor, Inc.",Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-03043000148,2017-02-01,2508,Hy-Vee Food Store #1 / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-18859200113,2019-04-19,3562,Wal-Mart 0797 / W Burlington,Brandies,West Burlington,53218,Paul Masson Grande Amber Brandy VS,6,1750,12.82,19.23,6,108,10.5
INV-18772200028,2019-04-15,5661,Uptown Liquor & Tobacco / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy VS,6,1750,12.82,19.23,6,108,10.5
INV-04266200012,2017-04-10,3952,Lot-A-Spirits,Brandies,Bettendorf,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14056400027,2018-08-27,4478,U S Gas,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-16930900018,2019-01-15,5443,1st Stop Beverage Shop,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-01613100061,2016-11-15,2529,Hy-Vee Drugstore #4 / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-02521100004,2017-01-03,3993,New Star Liquor / W 4th S / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-20264000078,2019-06-27,2627,Hy-Vee Wine & Spirits #1 / MLK,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy VS,6,1750,12.82,19.23,6,115.38,10.5
INV-15232700007,2018-10-23,5504,Neighborhood Mart,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-00925100014,2016-10-13,5215,Cody Mart,Brandies,Le Claire,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14138500016,2018-08-29,4879,Sam's Mini Mart / Morningside Ave Sioux City,Brandies,Sioux City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-01583100039,2016-11-14,2613,Hy-Vee Food Store #1 / Council Bluffs,Brandies,Council Bluffs,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14294300003,2018-09-07,2190,"Central City Liquor, Inc.",Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-15415400040,2018-10-31,5661,Uptown Liquor & Tobacco / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-16344900038,2018-12-17,4478,U S Gas,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-01658200072,2016-11-17,5251,Northside Liquor,Brandies,Mason City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-01493600090,2016-11-09,2614,Hy-Vee #3 Food and Drugstore,Brandies,Davenport,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-17062500023,2019-01-22,5669,Guddi Mart / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-13598300027,2018-08-01,2670,Hy-Vee Food Store / Coralville,Brandies,Coralville,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-05400400036,2017-06-08,5251,Northside Liquor,Brandies,Mason City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06845900054,2017-08-23,3776,Wal-Mart 5115 / Davenport,Brandies,Davenport,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-07639800001,2017-10-03,4265,Kwik Stop 3 / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12899200006,2018-06-26,5113,"Ray's Supermarket, Inc.",Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-05669700038,2017-06-22,5251,Northside Liquor,Brandies,Mason City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06061100002,2017-07-13,4969,Lake Liquors Wine and Spirits,Brandies,Clear Lake,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-00175700146,2016-09-07,2500,Hy-Vee Food Store #1 / Ames,Brandies,Ames,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-08390200007,2017-11-01,3952,Lot-A-Spirits,Brandies,Bettendorf,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-09466300040,2017-12-26,3993,New Star Liquor / W 4th S / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-11191400046,2018-03-29,5251,Northside Liquor,Brandies,Mason City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-07299300065,2017-09-18,3562,Wal-Mart 0797 / W Burlington,Brandies,West Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-11645100039,2018-04-23,3562,Wal-Mart 0797 / W Burlington,Brandies,West Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12225400017,2018-05-22,5474,West Side Liquor,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06934300006,2017-08-28,2190,"Central City Liquor, Inc.",Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12494000045,2018-06-06,2806,Osco #881 / Clinton,Brandies,Clinton,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06288200014,2017-07-25,5043,West Side Liquor / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06508800017,2017-08-07,4794,Smokin' Joe's #17 Tobacco and Liquor Outlet,Brandies,Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-09790900167,2018-01-15,2506,Hy-Vee #1044 / Burlington,Brandies,Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-05397700068,2017-06-08,4209,Wal-Mart 5748 / Grimes,Brandies,Grimes,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-05783900063,2017-06-28,2637,Hy-Vee #5 / Davenport,Brandies,Davenport,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-11727400002,2018-04-26,5155,New Star  /  Ansborough Ave,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-09857300018,2018-01-17,4879,Sam's Mini Mart / Morningside Ave Sioux City,Brandies,Sioux City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12483100014,2018-06-05,5504,Neighborhood Mart,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12188400018,2018-05-21,3952,Lot-A-Spirits,Brandies,Bettendorf,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12577900054,2018-06-11,3562,Wal-Mart 0797 / W Burlington,Brandies,West Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06947500028,2017-08-29,4697,Southside Liquor & Tobacco / Iowa City,Brandies,Iowa City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-08945900033,2017-11-30,2595,Hy-Vee Wine and Spirits / Denison,Brandies,Denison,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-19364900169,2019-05-14,2572,Hy-Vee Food Store / Cedar Falls,Brandies,Cedar Falls,53218,Paul Masson Grande Amber Brandy VS,6,1750,12.82,19.23,6,115.38,10.5
INV-18130200030,2019-03-13,5661,Uptown Liquor & Tobacco / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy VS,6,1750,12,18,6,108,10.5
INV-06551400030,2017-08-08,5113,"Ray's Supermarket, Inc.",Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-10510700015,2018-02-21,2616,Hy-Vee Food and Drug / Clinton,Brandies,Clinton,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-11995200011,2018-05-10,5309,Royal Food,Brandies,Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12747900006,2018-06-19,5224,Keystone Liquor & Wine / Coralville,Brandies,Coralville,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-07476400010,2017-09-27,2512,Hy-Vee Wine and Spirits / Iowa City,Brandies,Iowa City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-08169300047,2017-10-23,2670,Hy-Vee Food Store / Coralville,Brandies,Coralville,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-07064200002,2017-09-05,5113,"Ray's Supermarket, Inc.",Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-00187600146,2016-09-07,2508,Hy-Vee Food Store #1 / Cedar Rapids,Brandies,Cedar Rapids,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-11011700029,2018-03-20,5113,"Ray's Supermarket, Inc.",Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-00365200088,2016-09-16,2521,Hy-Vee Food and Drug / Grand / WDM,Brandies,West Des Moines,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-13451300012,2018-07-25,4879,Sam's Mini Mart / Morningside Ave Sioux City,Brandies,Sioux City,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12009600099,2018-05-10,2544,Hy-Vee Food Store / Marshalltown,Brandies,Marshalltown,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-12622700006,2018-06-12,5113,"Ray's Supermarket, Inc.",Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-08757600053,2017-11-20,3562,Wal-Mart 0797 / W Burlington,Brandies,West Burlington,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06021500044,2017-07-11,3993,New Star Liquor / W 4th S / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-10203600018,2018-02-05,3952,Lot-A-Spirits,Brandies,Bettendorf,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-05767100017,2017-06-27,5043,West Side Liquor / Waterloo,Brandies,Waterloo,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-06515700114,2017-08-07,2573,Hy-Vee Food Store / Muscatine,Brandies,Muscatine,53218,Paul Masson Grande Amber Brandy,6,1750,12,18,6,108,10.5
INV-14859900023,2018-10-05,2550,Hy-Vee Food Store / Osceola,Whiskies,Osceola,27094,High West Rendezvous Rye,6,750,37.5,56.25,3,168.75,2.25
INV-14548600563,2018-09-19,2675,Hy-Vee #2 / Coralville,Whiskies,Coralville,27094,High West Rendezvous Rye,6,750,37.5,56.25,3,168.75,2.25
INV-02227900045,2016-12-19,3773,Benz Distributing,Whiskies,Cedar Rapids,27040,High West Double Rye,6,750,21,31.5,3,94.5,2.25
INV-14536000106,2018-09-19,2502,Hy-Vee Wine and Spirits / Ankeny,Whiskies,Ankeny,27094,High West Rendezvous Rye,6,750,37.5,56.25,3,168.75,2.25
INV-08487000115,2017-11-07,2588,Hy-Vee Food and Drug #6 / Cedar Rapids,Whiskies,Cedar Rapids,27040,High West Double Rye,6,750,21,31.5,3,94.5,2.25
INV-09017700189,2017-12-05,4167,"Iowa Street Market, Inc.",Whiskies,Dubuque,27094,High West Rendezvous Rye,6,750,37.5,56.25,3,168.75,2.25
INV-14642700027,2018-09-25,2663,Hy-Vee Food Store / Urbandale,Whiskies,Urbandale,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-04142000003,2017-04-03,2629,Hy-Vee Food Store #2 / Council Bluffs,Whiskies,Council Bluffs,27094,High West Rendezvous Rye,6,750,37.5,56.25,6,315.72,4.5
INV-17421300134,2019-02-07,2648,Hy-Vee #4 / WDM,Whiskies,West Des Moines,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-13741700013,2018-08-09,4988,Happy's Wine & Spirits,Whiskies,Cedar Falls,27094,High West Rendezvous Rye,6,750,37.5,56.25,6,337.5,4.5
INV-18988400002,2019-04-26,4829,Central City 2,Whiskies,Des Moines,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-05025100066,2017-05-19,2626,Hy-Vee Drugstore / University / DSM,Whiskies,Des Moines,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-16229800029,2018-12-11,4167,"Iowa Street Market, Inc.",Whiskies,Dubuque,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-19838700039,2019-06-06,2587,Hy-Vee Food Store / Johnston,Whiskies,Johnston,27094,High West Rendezvous Rye,6,750,37.5,56.25,6,337.5,4.5
INV-14016600012,2018-08-23,2515,Hy-Vee Food Store #1 / Mason City,Whiskies,Mason City,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-02750700004,2017-01-17,2285,John's Grocery,Whiskies,Iowa City,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-13825700002,2018-08-14,2524,Hy-Vee Food Store / Dubuque,Whiskies,Dubuque,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-17414600017,2019-02-07,2663,Hy-Vee Food Store / Urbandale,Whiskies,Urbandale,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-14269800153,2018-09-05,2670,Hy-Vee Food Store / Coralville,Whiskies,Coralville,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-14208500006,2018-08-31,4114,After 5 Somewhere,Whiskies,Atlantic,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-14101300058,2018-08-28,2619,Hy-Vee Wine and Spirits / WDM,Whiskies,West Des Moines,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-02944900003,2017-01-26,2593,Hy-Vee Food Store / Carroll,Whiskies,Carroll,27094,High West Rendezvous Rye,6,750,37.5,56.25,6,315.72,4.5
INV-01658800044,2016-11-17,4969,Lake Liquors Wine and Spirits,Whiskies,Clear Lake,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-01223000111,2016-10-27,5102,Wilkie Liquors,Whiskies,Mount Vernon,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-07611700069,2017-10-03,2647,Hy-Vee #7 / Cedar Rapids,Whiskies,Cedar Rapids,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-07016100046,2017-08-31,2561,Hy-Vee Food Store / Fleur / DSM,Whiskies,Des Moines,27040,High West Double Rye,6,750,21,31.5,6,189,4.5
INV-13137000009,2018-07-10,2285,John's Grocery,Whiskies,Iowa City,27094,High West Rendezvous Rye,6,750,37.5,56.25,6,337.5,4.5
