"project","article","access","agent","granularity","date","en_views","id_views"
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-05,932,1045
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-06,895,1228
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-07,1038,1405
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-08,1078,1427
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-09,1167,1229
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-10,1645,1400
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-11,1579,1202
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-12,1503,1267
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-13,2296,1361
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-14,2581,1434
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-15,3863,1342
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-16,4551,1243
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-17,3466,1147
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-18,3216,1138
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-19,1544,1015
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-20,1313,1139
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-21,2056,1308
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-22,1175,1328
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-23,1175,1211
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-24,1220,1425
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-25,995,1420
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-26,886,1122
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-27,902,1077
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-28,1077,1299
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-29,1243,1358
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-30,4466,1282
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-05-31,2564,1272
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-01,1460,1200
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-02,1202,1190
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-03,1761,1143
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-04,1367,1124
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-05,1155,1077
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-06,1057,1241
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-07,926,1078
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-08,907,1075
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-09,879,1006
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-10,997,1006
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-11,1076,1184
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-12,994,1238
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-13,885,1163
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-14,813,891
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-15,772,830
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-16,756,919
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-17,793,888
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-18,892,981
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-19,862,1007
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-20,1408,2514
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-21,2603,8670
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-22,1175,1834
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-23,938,1260
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-24,900,1216
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-25,1082,1505
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-26,1333,1595
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-27,1140,2078
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-28,1106,1448
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-29,1381,1406
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-06-30,1029,1016
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-01,1024,2549
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-02,1022,1439
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-03,915,1156
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-04,997,1291
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-05,1027,1349
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-06,896,1216
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-07,834,1045
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-08,945,1308
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-09,1012,1611
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-10,970,1578
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-11,932,1547
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-12,971,1624
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-13,957,1577
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-14,1078,1358
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-15,984,1358
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-16,1136,1361
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-17,1241,1581
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-18,1128,1776
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-19,1060,1783
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-20,1000,1643
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-21,969,1485
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-22,933,1495
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-23,2217,1699
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-24,1306,2099
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-25,1174,2234
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-26,1127,2015
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-27,1089,1952
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-28,978,1748
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-29,1089,1965
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-30,1288,2256
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-07-31,1450,2493
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-01,4657,2883
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-02,2282,14214
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-03,1770,9872
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-04,1376,5536
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-05,1429,4535
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-06,1891,3448
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-07,1563,3162
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-08,1345,3503
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-09,2532,7657
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-10,2731,10986
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-11,1476,6073
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-12,1446,5760
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-13,1675,6505
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-14,1414,6132
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-15,1320,4426
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-16,1236,3887
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-17,1355,5200
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-18,4909,4572
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-19,4361,4563
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-20,3626,3820
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-21,3064,3595
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-22,2987,3358
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-23,2652,4214
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-24,2653,3251
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-25,2536,3050
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-26,2356,2863
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-27,4036,4418
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-28,3800,4141
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-29,3113,3837
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-30,2183,2803
"wikipedia","Joko_Widodo","all-access","all-agents","daily",2018-08-31,1989,2593
